STATE	ZIP	N1	N2	A00100	N02300
ID	83464	120	250	4614	0
ID	83466	140	260	6967	0
ID	83467	2660	5070	122552	240
ID	83501	16270	30630	861784	600
ID	83520	110	200	4302	0
ID	83522	810	1680	41640	50
ID	83523	310	620	13941	20
ID	83524	430	840	20975	30
ID	83525	130	220	5122	0
ID	83526	130	260	5816	0
ID	83530	2360	4910	125689	130
ID	83535	480	940	27071	20
ID	83536	1460	3110	61543	110
ID	83537	470	900	23822	30
ID	83539	780	1620	32716	60
ID	83540	910	1990	32671	40
ID	83541	410	780	22557	30
ID	83543	310	570	14430	0
ID	83544	2300	4500	113464	200
ID	83545	210	380	10299	20
ID	83546	220	460	9181	40
ID	83549	360	650	14733	40
ID	83552	410	820	16551	50
ID	83553	380	750	14761	70
ID	83554	260	460	10909	0
ID	83555	200	360	7957	0
ID	83604	280	680	10989	0
ID	83605	13380	31360	489655	990
ID	83607	11710	27890	597906	800
ID	83610	420	820	18635	30
ID	83611	1030	2000	54845	90
ID	83612	760	1510	33693	80
ID	83615	660	1260	31096	60
ID	83616	11880	26080	1522464	370
ID	83617	6490	13950	304351	440
ID	83619	3160	7230	200248	230
ID	83622	780	1510	47558	70
ID	83623	640	1440	25314	50
ID	83624	480	1100	22270	0
ID	83626	570	1270	25575	40
ID	83627	270	620	12064	20
ID	83628	1770	4240	71028	170
ID	83629	750	1550	38253	60
ID	83631	510	990	23500	50
ID	83632	120	220	6236	0
ID	83633	130	300	9565	0
ID	83634	8860	20950	472948	530
ID	83638	3160	6010	212954	230
ID	83639	1310	3290	54731	90
ID	83641	1310	3360	67940	60
ID	83642	18610	40180	1295925	750
ID	83644	4740	11450	274984	240
ID	83645	260	520	11236	0
ID	83646	23600	54150	1618072	960
ID	83647	8870	19130	394180	420
ID	83648	1140	2610	40026	0
ID	83650	170	370	8592	0
ID	83651	12440	27660	464486	780
ID	83654	680	1290	35308	50
ID	83655	1820	4210	83212	130
ID	83660	2320	5420	118263	190
ID	83661	4020	8690	160332	380
ID	83669	4290	10100	330774	190
ID	83670	220	430	11274	0
ID	83672	3300	7380	142990	250
ID	83676	1760	4140	80356	130
ID	83686	20140	45480	999693	1110
ID	83687	13150	29840	610994	830
ID	83702	11340	19540	1205940	320
ID	83703	8270	14930	517231	370
ID	83704	19280	35780	863517	840
ID	83705	13730	23320	583039	680
ID	83706	14970	24270	1011023	470
ID	83709	25170	52550	1495023	1090
ID	83712	4150	7600	543696	110
ID	83713	13320	27540	775801	550
ID	83714	10700	20750	729807	470
ID	83716	7610	16660	716472	240
ID	83801	2750	5720	147734	240
ID	83803	340	560	16975	30
ID	83804	560	1170	25470	60
ID	83805	3490	7550	162803	240
ID	83809	210	420	9575	0
ID	83810	510	970	29365	50
ID	83811	560	1040	25302	60
ID	83813	520	1040	26979	40
ID	83814	11700	20670	733775	650
ID	83815	15760	31120	848099	910
ID	83821	130	260	8462	0
ID	83822	640	1270	23759	70
ID	83823	590	1240	32669	50
ID	83824	120	260	4046	0
ID	83830	230	510	8854	40
ID	83832	700	1480	43663	30
ID	83833	630	1170	46793	40
ID	83835	10450	20800	685702	630
ID	83836	500	910	31695	30
ID	83837	1250	2330	53240	100
ID	83839	520	1000	25760	60
ID	83843	11270	19970	604159	250
ID	83845	610	1350	27654	60
ID	83846	330	620	13686	30
ID	83847	670	1430	28391	70
ID	83848	110	200	6286	0
ID	83850	990	1930	44169	100
ID	83851	690	1450	26331	40
ID	83852	790	1520	31218	60
ID	83854	17500	35940	909693	1230
ID	83855	940	1890	44417	70
ID	83856	2460	4890	113738	220
ID	83857	350	750	17724	30
ID	83858	6530	13610	345829	520
ID	83860	2740	5270	183775	210
ID	83861	2650	5360	130529	270
ID	83864	8250	15870	478862	550
ID	83868	340	660	10912	30
ID	83869	1870	4050	91120	190
ID	83870	120	240	4119	0
ID	83871	910	1880	54480	40
ID	83872	320	670	22249	0
ID	83873	630	1140	27340	50
ID	83876	680	1340	36255	40
ID	99999	15240	29380	1024239	890
IL	0	6087930	11844640	447043725	274810
IL	60002	11890	23150	916427	590
IL	60004	26730	52270	2883027	820
IL	60005	15750	29710	1471375	440
IL	60007	18720	33970	1257296	750
IL	60008	11830	24150	725845	420
IL	60010	21560	44190	4768766	570
IL	60012	5300	10830	591388	170
IL	60013	13280	26590	1193761	550
IL	60014	24310	49550	1842316	980
IL	60015	13510	27390	3050935	300
IL	60016	32050	60340	1778090	1000
IL	60018	15620	32290	850338	610
IL	60020	5000	8840	283122	270
IL	60021	2810	5460	219090	110
IL	60022	3910	8420	2477695	60
IL	60025	20240	40350	2948029	490
IL	60026	6720	13620	1310017	150
IL	60030	18540	35670	1557676	700
IL	60031	19500	37920	1693122	710
IL	60033	6360	14220	310106	410
IL	60034	970	1900	48386	70
IL	60035	15150	30480	4659233	310
IL	60040	2480	5710	184647	80
IL	60041	4770	8750	283789	280
IL	60042	4550	8370	265621	220
IL	60043	1220	2550	1050406	20
IL	60044	4980	9780	987875	140
IL	60045	9990	19950	4642507	150
IL	60046	17080	34340	1436206	770
IL	60047	20380	43100	3389663	670
IL	60048	14510	29330	2643190	380
IL	60050	15560	30590	986004	760
IL	60051	12920	24280	875553	720
IL	60053	12350	23860	893404	360
IL	60056	28840	58850	2001942	850
IL	60060	19060	39520	1512929	890
IL	60061	12940	26960	1375646	480
IL	60062	21110	41250	3798839	440
IL	60064	6550	14570	198261	440
IL	60067	20640	38750	2587938	710
IL	60068	19400	38000	2627645	520
IL	60069	4350	8710	784900	110
IL	60070	8380	17950	581732	280
IL	60071	1960	3540	149293	100
IL	60072	490	940	36384	30
IL	60073	27970	63360	1453451	2170
IL	60074	19730	40420	1190104	770
IL	60076	17040	33850	1259258	560
IL	60077	13920	26400	867895	380
IL	60081	4800	9420	397853	210
IL	60083	4910	9570	494590	210
IL	60084	8610	17870	635491	380
IL	60085	32320	75540	1144642	2180
IL	60087	13760	28750	623959	890
IL	60088	2060	3840	69664	30
IL	60089	21770	42480	2121368	740
IL	60090	20170	41300	1126213	770
IL	60091	13140	27940	3172959	240
IL	60093	9560	20170	5576508	140
IL	60096	3440	6340	231024	160
IL	60097	5310	10180	286764	410
IL	60098	15670	31340	1072788	840
IL	60099	14570	30050	642942	800
IL	60101	18920	40810	1066724	880
IL	60102	15970	31620	1315432	740
IL	60103	20760	41850	1750427	870
IL	60104	9930	18590	371124	550
IL	60106	10370	23060	497258	420
IL	60107	20180	41710	1116759	1060
IL	60108	11900	21640	1003412	450
IL	60110	18130	43660	849801	1420
IL	60111	130	270	10725	0
IL	60112	2130	4660	114981	120
IL	60115	17360	32130	874721	710
IL	60118	8340	15550	705613	330
IL	60119	5080	10210	477519	210
IL	60120	24540	56590	1082934	1710
IL	60123	23180	49080	1128692	1320
IL	60124	10610	22620	1068942	440
IL	60126	22430	45780	3008724	660
IL	60129	110	230	6517	0
IL	60130	7770	12240	434149	320
IL	60131	9330	18840	411319	350
IL	60133	18500	41640	847919	1050
IL	60134	14570	30270	1704566	390
IL	60135	3580	7200	211453	280
IL	60136	3430	7990	287395	140
IL	60137	18870	38670	2564092	570
IL	60139	16720	35260	787734	810
IL	60140	8330	17640	659904	460
IL	60142	13980	28120	1080250	500
IL	60143	5690	10970	475331	230
IL	60145	1180	2370	80229	100
IL	60146	1190	2410	69765	80
IL	60148	27070	50490	1882357	1020
IL	60150	840	1610	47538	40
IL	60151	1980	3710	135629	120
IL	60152	6200	12200	404487	350
IL	60153	10950	21920	361611	550
IL	60154	9260	16540	625269	340
IL	60155	4370	7450	178681	230
IL	60156	13790	28630	1011229	700
IL	60157	1370	2600	128235	40
IL	60160	11150	25560	430880	520
IL	60162	4260	8040	198680	220
IL	60163	2870	5530	136518	140
IL	60164	10860	22480	442874	540
IL	60165	1960	4940	62129	100
IL	60169	17060	33860	975580	660
IL	60171	5590	9950	233171	210
IL	60172	13060	24380	979400	540
IL	60173	7170	13130	649601	220
IL	60174	16260	31160	1624899	590
IL	60175	11490	24480	1845888	370
IL	60176	6210	11770	248096	220
IL	60177	10850	22730	775952	530
IL	60178	10790	20970	754795	480
IL	60180	770	1470	53191	40
IL	60181	15250	29830	929988	570
IL	60184	1220	2310	258060	40
IL	60185	17000	39600	1070150	960
IL	60187	13160	26240	1483914	370
IL	60188	22370	44110	1449723	920
IL	60189	15830	30680	1874486	440
IL	60190	5960	11250	602485	180
IL	60191	7800	14730	473848	310
IL	60192	7680	16160	765301	270
IL	60193	21110	39110	1493850	760
IL	60194	10370	19790	691956	360
IL	60195	2770	5060	195676	80
IL	60201	18010	32450	2526304	420
IL	60202	16560	30090	1516689	570
IL	60203	2240	4400	288700	40
IL	60301	1300	2000	113718	40
IL	60302	16000	30100	2111197	510
IL	60304	8290	17190	774729	290
IL	60305	5250	10580	1126314	120
IL	60401	3990	7480	248779	200
IL	60402	29730	61880	1306912	1410
IL	60403	9030	16610	440999	510
IL	60404	9330	18630	767898	410
IL	60406	11170	23330	399329	690
IL	60407	810	1500	37871	100
IL	60408	2800	5340	161302	230
IL	60409	16700	31840	601534	930
IL	60410	6260	12850	480571	380
IL	60411	24370	51280	923291	1490
IL	60415	6630	12770	276667	320
IL	60416	4460	8740	283182	390
IL	60417	7510	13850	518873	400
IL	60419	10790	20130	388701	580
IL	60420	2340	4290	129456	110
IL	60421	1970	3720	135056	140
IL	60422	4900	9410	539824	160
IL	60423	15680	31730	1632617	600
IL	60424	1080	2070	67226	100
IL	60425	4430	7980	207377	210
IL	60426	10900	23160	307034	660
IL	60428	5450	10860	179605	310
IL	60429	7330	13550	312512	410
IL	60430	10150	18650	728672	450
IL	60431	11710	23740	774127	610
IL	60432	9440	22840	333137	890
IL	60433	7610	16060	282408	580
IL	60435	23690	46530	1183034	1360
IL	60436	8380	17150	332873	550
IL	60438	14360	27000	683832	670
IL	60439	11890	22700	1215640	410
IL	60440	25820	54120	1347214	1160
IL	60441	16430	32840	1107964	850
IL	60442	5010	10460	384363	330
IL	60443	10320	18990	545093	490
IL	60444	810	1680	53748	60
IL	60445	12940	23190	645058	680
IL	60446	18920	40050	974372	990
IL	60447	6940	14830	485682	420
IL	60448	12670	24840	1193156	530
IL	60449	4330	8410	321637	240
IL	60450	10310	19630	720851	680
IL	60451	17740	35660	1493022	880
IL	60452	14000	26460	810891	730
IL	60453	29110	54130	1671390	1190
IL	60455	7660	15840	335114	320
IL	60456	2320	3910	99252	120
IL	60457	6980	13600	369507	250
IL	60458	6640	13110	267216	310
IL	60459	13990	28220	618125	680
IL	60460	730	1390	39122	50
IL	60461	2440	4250	215059	90
IL	60462	21080	38800	1679670	700
IL	60463	7630	13620	723255	210
IL	60464	5090	9390	671551	130
IL	60465	9370	16930	502209	320
IL	60466	10520	19330	429242	560
IL	60467	13790	25990	1476716	430
IL	60468	3030	5770	188066	190
IL	60469	2570	5690	96493	190
IL	60470	290	500	17460	20
IL	60471	6350	11680	289307	360
IL	60472	1930	3630	50964	120
IL	60473	11340	20590	562424	560
IL	60475	4710	8800	207897	300
IL	60476	1200	2180	59395	80
IL	60477	20420	36540	1330716	850
IL	60478	8290	15320	369407	450
IL	60479	310	650	22289	30
IL	60480	2900	5210	246284	120
IL	60481	5750	10450	381457	490
IL	60482	5540	10270	245874	290
IL	60484	3100	6130	115781	180
IL	60487	13500	26570	1028133	530
IL	60490	9700	22090	823437	390
IL	60491	11480	22500	1096497	420
IL	60501	5210	11860	180191	260
IL	60502	10480	22270	1099830	430
IL	60503	6890	15970	570245	310
IL	60504	18150	37580	1170862	820
IL	60505	26300	65990	868120	1580
IL	60506	24730	52140	1211146	1250
IL	60510	14290	28280	1398326	510
IL	60511	890	1660	109227	50
IL	60512	580	1090	48190	40
IL	60513	9840	18940	613229	420
IL	60514	4730	9880	862646	120
IL	60515	14240	27400	1586629	420
IL	60516	15440	28700	1408981	510
IL	60517	17300	33490	1200954	650
IL	60518	1620	3110	82710	140
IL	60520	1400	2670	89396	80
IL	60521	8210	17930	3310254	140
IL	60523	5390	9740	1595552	100
IL	60525	16130	31280	1703086	580
IL	60526	6770	13100	639085	200
IL	60527	15100	27810	2304905	410
IL	60530	270	600	18680	0
IL	60531	900	1740	51854	80
IL	60532	15240	26980	1321515	550
IL	60534	5200	10020	217551	260
IL	60538	12920	28130	733404	770
IL	60540	20560	42150	2965048	600
IL	60541	1360	2780	98656	80
IL	60542	8540	17230	645009	420
IL	60543	18220	38530	1403799	830
IL	60544	13340	27020	916046	590
IL	60545	6190	13300	330457	350
IL	60546	8180	16130	742987	300
IL	60548	5940	11370	349341	410
IL	60549	340	680	22402	30
IL	60550	590	1130	37349	30
IL	60551	1720	3270	104946	120
IL	60552	2080	4110	139304	120
IL	60553	350	670	20410	30
IL	60554	5900	11940	599299	220
IL	60555	7290	14300	516908	340
IL	60556	910	1830	55594	50
IL	60558	6260	13520	1290140	120
IL	60559	12750	24190	883695	440
IL	60560	11410	24170	884681	530
IL	60561	12790	23130	1091636	390
IL	60563	18400	34840	1748164	610
IL	60564	19450	44330	2718690	600
IL	60565	19690	41120	2353075	660
IL	60585	10030	23600	1058081	420
IL	60586	21800	46880	1454084	1200
IL	60601	7560	10560	1635037	140
IL	60602	1270	1760	400706	20
IL	60603	1400	1960	641378	0
IL	60604	620	920	345870	0
IL	60605	13420	20000	1775118	370
IL	60606	2520	3520	774632	40
IL	60607	13240	19800	1697998	370
IL	60608	30830	61330	1234707	1390
IL	60609	24750	56260	874912	1320
IL	60610	22890	31070	3749191	600
IL	60611	19300	26500	7952291	370
IL	60612	14830	26800	717349	720
IL	60613	29930	42110	2927596	880
IL	60614	36730	53340	7793982	740
IL	60615	19280	31470	1229619	810
IL	60616	24230	40820	1425081	940
IL	60617	34860	69500	1313836	1930
IL	60618	44780	85240	3226590	1440
IL	60619	29230	52000	1050812	1570
IL	60620	30760	56020	987459	1560
IL	60621	11210	22860	258597	670
IL	60622	29260	44820	3021924	870
IL	60623	32810	80760	895462	1660
IL	60624	14390	29590	361390	780
IL	60625	36850	69600	2148652	1090
IL	60626	23960	39790	1066447	850
IL	60628	30030	55660	997602	1620
IL	60629	48230	114420	1621459	2900
IL	60630	27540	51580	1523621	920
IL	60631	15290	28160	1240045	430
IL	60632	37190	91840	1194940	2220
IL	60633	5650	11360	252728	330
IL	60634	38340	73400	1773785	1320
IL	60636	14520	29920	351246	760
IL	60637	18560	35080	939864	970
IL	60638	27710	54020	1483199	1310
IL	60639	39020	89970	1217904	1470
IL	60640	35560	53460	2370227	1090
IL	60641	34640	68520	1579380	1170
IL	60642	11220	16390	1038081	300
IL	60643	24550	44610	1454124	1050
IL	60644	19690	38650	528554	1090
IL	60645	20910	44360	1129013	630
IL	60646	13470	26310	1259786	350
IL	60647	44170	75380	2965051	1410
IL	60649	19260	34350	675403	1160
IL	60651	27440	56530	800439	1310
IL	60652	19960	40870	934684	1110
IL	60653	13420	24890	568107	840
IL	60654	11800	15350	2306663	250
IL	60655	14370	27490	1125333	420
IL	60656	14750	26910	865391	410
IL	60657	41640	56890	5038246	950
IL	60659	17710	36620	892290	470
IL	60660	22410	34850	1304255	700
IL	60661	6780	8870	984311	150
IL	60706	12490	22540	645377	390
IL	60707	21500	40600	1091126	810
IL	60712	6370	12470	805836	130
IL	60714	15600	28900	883219	430
IL	60803	11240	20720	537937	590
IL	60804	34010	83240	1091764	1720
IL	60805	10130	19010	632321	470
IL	60827	11260	21840	333265	730
IL	60901	15450	31240	700695	900
IL	60911	650	1250	37316	30
IL	60912	240	460	9569	0
IL	60913	750	1410	49768	50
IL	60914	12980	25390	864200	580
IL	60915	5150	9530	217348	270
IL	60917	270	560	15417	0
IL	60918	420	780	23347	0
IL	60919	220	450	11461	20
IL	60921	650	1270	33868	50
IL	60922	1150	2280	61339	70
IL	60924	790	1470	38293	20
IL	60927	1060	2070	61739	40
IL	60928	360	630	17157	30
IL	60929	370	660	18137	20
IL	60930	400	780	19804	30
IL	60931	290	540	14073	0
IL	60934	120	220	6251	0
IL	60935	520	1040	33019	50
IL	60936	2070	3890	116778	70
IL	60938	1000	2010	46117	50
IL	60940	1570	3100	99448	100
IL	60941	970	1870	60964	50
IL	60942	2510	5030	102624	160
IL	60946	170	340	9497	0
IL	60948	700	1380	46253	30
IL	60949	250	510	10224	20
IL	60950	5670	10760	326796	320
IL	60951	400	810	21232	0
IL	60952	290	570	13846	0
IL	60953	1050	1970	50385	70
IL	60954	2770	5540	131003	160
IL	60955	900	1880	41203	60
IL	60957	2520	4930	131843	120
IL	60958	680	1360	16830	40
IL	60959	470	850	22162	30
IL	60960	420	800	16809	30
IL	60961	370	700	23105	30
IL	60962	240	480	13028	0
IL	60963	820	1640	38031	50
IL	60964	2340	4580	137971	140
IL	60966	660	1240	27728	40
IL	60968	190	400	8960	0
IL	60970	3080	5770	159147	160
IL	60973	160	310	8660	0
IL	61001	2110	2550	51266	30
IL	61006	760	1480	40831	50
IL	61007	230	440	13187	0
IL	61008	16070	34450	920029	1200
IL	61010	3690	7440	276731	230
IL	61011	1410	2840	136217	60
IL	61012	1040	2180	50151	80
IL	61014	540	1010	30044	30
IL	61015	470	900	30097	30
IL	61016	2490	4690	173744	120
IL	61018	520	1080	26967	30
IL	61019	1680	3250	109944	80
IL	61020	1350	3050	78517	110
IL	61021	10550	19210	568865	570
IL	61024	1230	2370	71397	80
IL	61025	2310	4400	147756	180
IL	61028	990	1750	49816	50
IL	61030	1050	2050	50571	60
IL	61031	680	1310	37732	50
IL	61032	14210	26280	648939	820
IL	61036	3610	6540	225986	210
IL	61038	610	1160	34793	60
IL	61039	360	760	21266	0
IL	61041	670	1160	27078	80
IL	61042	240	450	14221	0
IL	61044	90	190	5180	0
IL	61046	1430	2650	88479	80
IL	61047	800	1490	45117	60
IL	61048	2110	3970	119115	110
IL	61049	260	490	15492	0
IL	61050	210	380	10013	0
IL	61051	770	1490	39638	40
IL	61052	530	1020	34340	30
IL	61053	1320	2390	67777	80
IL	61054	1760	3190	80813	130
IL	61060	710	1290	33807	60
IL	61061	3470	6230	203852	210
IL	61062	910	1800	48571	50
IL	61063	2010	3770	118404	130
IL	61064	1800	3360	88568	100
IL	61065	4970	10690	298181	320
IL	61067	370	690	18404	20
IL	61068	6830	13850	337744	430
IL	61070	520	1050	33292	30
IL	61071	6620	12510	295302	390
IL	61072	5450	10780	377112	300
IL	61073	9780	19360	753429	430
IL	61074	2070	3680	85275	150
IL	61075	480	890	24719	50
IL	61078	660	1270	37012	50
IL	61080	4910	10070	279485	270
IL	61081	10470	19780	544078	520
IL	61084	1530	2950	108113	90
IL	61085	1650	3070	79576	100
IL	61087	800	1470	36206	80
IL	61088	2960	5820	195687	140
IL	61089	360	740	18379	30
IL	61101	8690	17560	302006	590
IL	61102	7560	16370	280701	550
IL	61103	10490	19400	475590	650
IL	61104	7120	15190	193425	490
IL	61107	14690	27530	1015882	630
IL	61108	13740	26540	653512	750
IL	61109	12540	24880	547585	780
IL	61111	11480	21030	590196	650
IL	61114	7890	14610	672485	270
IL	61115	11220	21100	526813	690
IL	61201	16980	31670	825357	930
IL	61230	580	1140	33835	40
IL	61231	2450	4700	139001	190
IL	61232	710	1360	43458	40
IL	61234	650	1210	36144	30
IL	61235	660	1270	38764	40
IL	61238	1420	2840	78132	80
IL	61239	530	1010	18079	50
IL	61240	3030	5890	229846	160
IL	61241	3400	6600	180858	280
IL	61242	570	1120	43558	30
IL	61243	110	240	8661	0
IL	61244	10970	20630	506140	770
IL	61250	1280	2480	74392	100
IL	61251	180	380	11192	0
IL	61252	2710	5100	165148	180
IL	61254	5730	11210	456522	240
IL	61256	920	1780	62817	60
IL	61257	540	1050	32310	40
IL	61259	640	1220	41591	40
IL	61260	380	730	20287	40
IL	61261	460	850	21627	40
IL	61262	350	720	22907	0
IL	61264	5090	9390	310512	350
IL	61265	22480	41710	1227862	1440
IL	61270	3550	6690	203630	180
IL	61272	660	1290	33138	70
IL	61273	1600	3260	103623	90
IL	61274	160	320	8027	0
IL	61275	2050	4180	156831	130
IL	61277	1550	2900	86159	70
IL	61279	510	1000	32556	40
IL	61281	1290	2540	91726	80
IL	61282	3920	7300	176119	230
IL	61283	700	1450	37784	50
IL	61284	1180	2270	89275	60
IL	61285	790	1490	43630	50
IL	61301	5080	9350	256564	340
IL	61310	1890	3460	99123	140
IL	61311	120	220	6616	0
IL	61312	240	410	13201	20
IL	61313	130	260	7676	0
IL	61314	390	740	18269	30
IL	61318	340	610	17957	20
IL	61319	570	1100	35431	40
IL	61320	330	610	17305	30
IL	61321	150	300	6558	0
IL	61325	480	930	30827	40
IL	61326	1150	2180	68846	80
IL	61327	610	1130	38131	40
IL	61329	630	1190	34103	40
IL	61330	730	1360	38615	40
IL	61333	170	310	10661	0
IL	61334	340	670	18268	20
IL	61335	270	510	15107	30
IL	61336	270	560	15302	30
IL	61337	220	420	9304	0
IL	61341	3910	7450	231153	320
IL	61342	4320	8310	211078	310
IL	61344	190	360	7914	0
IL	61345	370	730	18269	30
IL	61348	2390	4360	123455	150
IL	61349	470	890	26881	30
IL	61350	11990	21960	702580	980
IL	61353	610	1150	31893	40
IL	61354	5510	9720	316788	310
IL	61356	5340	9810	305526	290
IL	61358	210	410	9853	30
IL	61360	1670	3230	99863	120
IL	61361	630	1200	33184	20
IL	61362	2950	5480	141161	250
IL	61364	8930	16900	423744	630
IL	61367	390	690	21541	0
IL	61368	690	1310	32522	40
IL	61369	770	1390	40919	60
IL	61370	700	1350	39540	40
IL	61373	1020	1920	69478	80
IL	61375	530	1010	31518	40
IL	61376	990	1930	58612	60
IL	61377	660	1260	35839	40
IL	61378	250	440	15239	0
IL	61379	620	1190	31106	40
IL	61401	14380	26050	697490	610
IL	61410	1760	3360	76239	80
IL	61411	150	310	8144	0
IL	61412	660	1290	39114	40
IL	61413	540	1040	32276	40
IL	61414	410	760	23237	20
IL	61415	810	1580	44747	60
IL	61417	120	230	6765	0
IL	61418	320	590	16058	0
IL	61420	510	960	25921	40
IL	61421	580	1190	34538	40
IL	61422	1580	2880	67613	120
IL	61423	310	570	17299	0
IL	61425	230	400	10678	20
IL	61427	1030	1960	50139	90
IL	61428	500	980	41517	40
IL	61430	400	780	26904	0
IL	61431	150	290	7038	0
IL	61432	330	620	17679	0
IL	61434	1510	2870	73943	100
IL	61436	440	830	23212	40
IL	61437	390	690	19638	40
IL	61438	330	630	18248	0
IL	61440	340	650	15989	20
IL	61441	410	750	18873	40
IL	61442	300	560	11742	40
IL	61443	6190	12030	266230	530
IL	61447	440	850	23324	0
IL	61448	1810	3500	99355	110
IL	61449	220	390	9218	0
IL	61450	800	1530	37096	60
IL	61451	170	300	8566	0
IL	61452	120	230	5392	0
IL	61453	310	600	13784	0
IL	61454	310	570	12799	40
IL	61455	7350	12970	385680	330
IL	61458	390	700	19156	20
IL	61459	170	320	8075	30
IL	61460	130	270	6071	0
IL	61462	5140	10240	244044	210
IL	61465	590	1110	31301	50
IL	61466	150	280	7888	0
IL	61467	520	1030	29677	20
IL	61469	950	1700	41681	110
IL	61470	210	450	8888	0
IL	61472	300	590	18026	20
IL	61473	760	1410	39283	30
IL	61474	140	260	6404	0
IL	61475	110	210	5899	0
IL	61476	190	390	11849	0
IL	61477	280	520	12117	20
IL	61478	130	280	7075	0
IL	61480	610	1180	30568	40
IL	61482	300	590	14609	30
IL	61483	860	1680	48648	50
IL	61484	370	720	15502	30
IL	61485	290	550	14489	0
IL	61486	710	1400	37044	50
IL	61488	520	990	27778	20
IL	61489	440	850	23412	40
IL	61490	520	980	30259	50
IL	61491	1020	1980	56520	80
IL	61501	810	1540	35011	90
IL	61516	330	630	18305	30
IL	61517	1630	3200	156646	100
IL	61520	7100	13350	342517	530
IL	61523	5470	10420	342438	380
IL	61525	4670	10960	665560	120
IL	61526	510	1080	43645	30
IL	61528	1400	3240	170717	60
IL	61529	1380	2780	84742	100
IL	61530	2920	5910	197178	150
IL	61531	1540	3040	78585	120
IL	61532	230	470	10233	0
IL	61533	1130	2140	65288	90
IL	61534	800	1510	47867	60
IL	61535	830	1730	78102	30
IL	61536	1550	2910	101917	140
IL	61537	1320	2500	65535	90
IL	61540	1380	2540	72826	130
IL	61542	1580	3040	79196	120
IL	61544	330	650	15243	30
IL	61545	310	630	17845	30
IL	61546	1940	3780	108162	190
IL	61547	1830	3790	145267	120
IL	61548	5830	12310	517378	250
IL	61550	8860	17570	782106	320
IL	61554	19670	36950	990810	1640
IL	61559	1590	3160	113321	110
IL	61560	320	610	20128	0
IL	61561	1300	2620	92064	80
IL	61565	700	1390	43362	50
IL	61567	270	520	11381	30
IL	61568	2190	4390	176490	120
IL	61569	560	1140	43977	50
IL	61570	870	1700	44219	90
IL	61571	11400	23380	836198	690
IL	61572	490	920	24550	40
IL	61602	410	570	48471	0
IL	61603	7160	14230	219351	520
IL	61604	14290	25820	590719	970
IL	61605	5750	12160	127804	420
IL	61606	2240	3810	104057	90
IL	61607	5530	10170	302621	410
IL	61610	2550	4590	93157	300
IL	61611	12170	22330	724283	910
IL	61614	14660	25740	1076641	520
IL	61615	11950	22810	1182632	440
IL	61616	3220	5310	187391	210
IL	61701	17200	29920	884813	810
IL	61704	18320	37460	1633913	510
IL	61705	6400	13910	655176	230
IL	61720	110	240	5833	0
IL	61721	270	550	14974	0
IL	61722	260	510	14756	0
IL	61723	1150	2270	63353	70
IL	61724	210	440	12579	0
IL	61725	800	1610	59969	40
IL	61726	1240	2400	65448	70
IL	61727	4650	8810	258414	220
IL	61728	630	1250	37687	30
IL	61729	520	1100	47234	0
IL	61730	170	310	9629	0
IL	61731	110	230	6912	0
IL	61732	1030	2120	71481	100
IL	61733	550	1070	34560	40
IL	61734	1300	2590	73519	90
IL	61735	170	300	10898	0
IL	61736	890	1880	78887	50
IL	61737	270	490	17205	20
IL	61738	2010	4020	140127	110
IL	61739	2370	4590	147700	90
IL	61740	710	1370	43559	30
IL	61741	810	1620	44551	40
IL	61742	560	1200	53644	20
IL	61743	130	230	9088	0
IL	61744	940	2000	58747	40
IL	61745	2040	4290	140558	90
IL	61747	700	1400	45836	60
IL	61748	1390	2850	148144	50
IL	61749	270	490	12936	0
IL	61752	2030	4030	138292	100
IL	61753	1400	2840	93137	70
IL	61754	590	1150	35512	30
IL	61755	2070	4280	140341	160
IL	61756	1080	2110	68967	60
IL	61759	740	1400	46846	40
IL	61760	1190	2310	65058	90
IL	61761	19690	36300	1230621	630
IL	61764	5970	10970	316267	320
IL	61769	290	550	12987	0
IL	61770	520	1050	27734	30
IL	61771	430	930	27190	30
IL	61772	210	370	12312	0
IL	61773	240	440	10722	0
IL	61774	470	890	27262	40
IL	61775	150	310	8607	0
IL	61776	690	1410	57530	30
IL	61777	470	850	27426	20
IL	61778	310	620	16109	20
IL	61801	9100	14210	469334	180
IL	61802	9370	17140	502075	330
IL	61810	160	330	10085	0
IL	61811	320	600	15465	0
IL	61812	170	310	8182	0
IL	61813	880	1610	43324	50
IL	61814	560	1080	32722	30
IL	61816	230	440	14000	0
IL	61817	1180	2330	65267	50
IL	61818	790	1560	41168	40
IL	61820	9970	15520	451955	200
IL	61821	14730	27060	961140	440
IL	61822	11330	22250	1100311	260
IL	61830	240	450	13296	0
IL	61832	14810	28800	616929	740
IL	61833	980	1740	34330	60
IL	61834	3150	6130	199919	170
IL	61839	290	540	14945	0
IL	61840	350	710	29022	0
IL	61841	610	1270	35530	40
IL	61842	1400	2700	78602	70
IL	61843	1190	2390	67953	50
IL	61844	460	900	30524	30
IL	61845	190	380	10860	0
IL	61846	2100	4110	89439	140
IL	61847	570	1120	34551	20
IL	61849	880	1700	55074	40
IL	61850	220	460	11040	0
IL	61851	220	390	12099	0
IL	61852	120	210	5488	0
IL	61853	6200	13290	519361	210
IL	61854	740	1400	43812	50
IL	61856	3810	7440	278910	130
